sdssds;n1_cod_centro_custo;n1_centro_custo;n1_CC;n2_cod_centro_custo;n2_centro_custo;n2_CC;n3_cod_centro_custo;n3_centro_custo;n3_CC;n4_cod_centro_custo;n4_centro_custo;n4_CC;cod_conta;conta;cod_conta-descr;filial;titulo;valor_nf;valor_pago; valor_conta ;observacao;data_nf;data_pagamento;cod_credor_forn_cli_func;credor_forn_cli_func;Origem;Sistema;Dados auxiliares; Valor Oficial 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S DOURADOS;NFE-18002;1.023,12;1.023,12;-1.023,12;" CRISTINA - NFE. 18.002 VENC. 25/03/26 VIA BOL. - REF. A COMPRA DE MANGUEIRA R15 1 1/2 6000PSI E CAPA P/ USO NA PRENSA
MOVEL GDU0275, DOURADOS";05/03/2026;2026-03-24;30382;AGRIFLEX COMERCIO DE MANGUEIRAS E CONEXOES HIDRAULICAS LTDA;Saida (Aplicacoes);SAGI;18002-1/55;-R$ 1.023,12 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S MARINGA;NFE-13200;846,50;846,50;-846,50;" CRISTINA - NFE. 13.200 VENC. 25/03/26 VIA BOL. - REF. A COMPRA DE PEÇAS UTILIZADAS P/ SERVIÇO DE MOLEJO TRAZEIRO E TROCA
DA BOLSA DE AR TRAZEIRA NA PRENSA MOVEL QXH2G14, LONDRINA";09/03/2026;2026-03-24;30510;POSTO DE MOLAS MAZZEI;Saida (Aplicacoes);SAGI;13200-1/55;-R$ 846,50 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S MARINGA;NFSE-156;710,00;710,00;-710,00;" - CRISTINA - NFS. 156 VENC. 25/03/26 VIA BOL. - REF.  02 SERVIÇOS DE MOLEJO TRASEIRO R$560,00  E 01 TROCA DE BOLSA DE AR
TRASEIRA R$150,00 NA PRENSA MOVEL QXH2G14, LONDRINA";09/03/2026;2026-03-24;30510;POSTO DE MOLAS MAZZEI;Saida (Aplicacoes);SAGI;156-E/NS;-R$ 710,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S DOURADOS;NFE-18010;174,00;174,00;-174,00;" CRISTINA - NFE. 18.010 VENC. 25/03/26 VIA BOL. - REF. A COMPRA DE MANGUEIRA SAE100R2AT 1/4 E COMPLEMENTOS P/ USO NA
PRENSA MOVEL GDU0275, DOURADOS";06/03/2026;2026-03-24;30382;AGRIFLEX COMERCIO DE MANGUEIRAS E CONEXOES HIDRAULICAS LTDA;Saida (Aplicacoes);SAGI;18010-1/55;-R$ 174,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.3;PHH0062;1.2.1.8.3 PHH0062;7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S MARINGA;NFSE-27038;400,00;400,00;-400,00;" - CRISTINA - NFS. 27.038 VENC. 25/03/26 VIA BOL. - REF. A RECARGA DE EXTINTOR ESPUMA MECANICA 10LTS P/ A PRENSA MOVEL
PHH0062, MARINGA";13/03/2026;2026-03-24;13871;EXTINTORES MARIGAENSE LTDA;Saida (Aplicacoes);SAGI;27038-E/NS;-R$ 400,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.3;PHH0062;1.2.1.8.3 PHH0062;7.3.9;SEGURANÇA DO TRABALHO;7.3.9 SEGURANÇA DO TRABALHO;G&S PRUDENTE;NFSE-80;1.000,00;0,00;-1.000,00; CRISTINA - REF LAUDO ELETROMECANICO, PLANO DE MANUTENÇÃO E PROJETO/LAUDO DE DISPOSITIVO DE SEGURANÇA, REALIZADO NA PRENSA MOVEL HIDROEUROPA MODELO JCH-200M, N° SERIE 2509/1439, PHH0062 - PAGAMENTO VIA PIX PARA 15/04/2026.;30/03/2026;NAO PAGO;22777;MATEUS DA SILVA PEREIRA;Saida (Aplicacoes);SAGI;80-E/NS;-R$ 1.000,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.3;PHH0062;1.2.1.8.3 PHH0062;7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-11817;7.830,87;3.915,44;-3.915,44;" CRISTINA - NFE. 11.817 VENC. 25/03/26 R$3.915,44 15/04/26 R$3.915,43 VIA PIX - REF. A COMPRA DE ELEMENTO RETORNO 0660 E ELEMENTO PRESSÃO P/ USO NA PRENSA MOVEL PHH0062, PRUDENTE -  - DADOS BANCARIOS :LT;BR /GT;BRADESCO LT;BR /GT;AG 2152-0LT;BR /GT;C/C 36304-9LT;BR /GT;CNPJ 40.105.250/0001-00 ( PIX)LT;BR /GT;LT;BR /GT;TRIBUTOS APROXIMADOS: R$ 1.633,52 (FEDERAL) E R$ 1.409,56 (ESTADUAL). FONTE: IBPT 3CA397LT;BR /GT;OC: WHATSAPP VINICIUSLT;BR /GT;N PEDIDO: 11054";04/03/2026;2026-03-24;30707;HIDROVEDA TECNOLOGIA LTDA;Saida (Aplicacoes);SAGI;11817-1/55;-R$ 3.915,44 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.3;PHH0062;1.2.1.8.3 PHH0062;7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-11817;7.830,87;0,00;-3.915,43;" CRISTINA - NFE. 11.817 VENC. 25/03/26 R$3.915,44 15/04/26 R$3.915,43 VIA PIX - REF. A COMPRA DE ELEMENTO RETORNO 0660 E ELEMENTO PRESSÃO P/ USO NA PRENSA MOVEL PHH0062, PRUDENTE -  - DADOS BANCARIOS :LT;BR /GT;BRADESCO LT;BR /GT;AG 2152-0LT;BR /GT;C/C 36304-9LT;BR /GT;CNPJ 40.105.250/0001-00 ( PIX)LT;BR /GT;LT;BR /GT;TRIBUTOS APROXIMADOS: R$ 1.633,52 (FEDERAL) E R$ 1.409,56 (ESTADUAL). FONTE: IBPT 3CA397LT;BR /GT;OC: WHATSAPP VINICIUSLT;BR /GT;N PEDIDO: 11054";04/03/2026;NAO PAGO;30707;HIDROVEDA TECNOLOGIA LTDA;Saida (Aplicacoes);SAGI;11817-1/55;-R$ 3.915,43 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.3;PHH0062;1.2.1.8.3 PHH0062;7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S MARINGA;NFSE-382;1.450,00;1.450,00;-280,00;" - CRISTINA - NFS. 382 VENC. 25/03/26 VIA PIX - REF. AOS SERVIÇOS DE BORRACHARIA EM MARINGA:
EWU6B85 - 01 CONSERTO 80,00
EWU6204 - 02 MONTAGENS / DESMONTAGENS 80,00
EWU6154 - 02 MONTAGENS / DESMONTAGENS 80,00
EWU6A85 - 01 CONSERTO 80,00
BZL7H95 - 04 MONTAGENS / DESMONTAGENS (160,00), 01 CONSERTO (80,00) E 01 BICO (10,00) 250,00
PHH0062 - 01 MONTAGEM / DESMONTAGEM (40,00), 01 TROCA DE PNEU (40,00) E 01 VULCANIZAÇÃO (200,00) 280,00
EWU6A85 - 03 CONSERTOS 240,00
FBU7329 - 01 CONSERTO 80,00
FJQ65A08 - 01 MONTAGEM / DESMONTAGEM (40,00) E 01 CONSERTO (80,00) 120,00
BZL7H95 - 02 CONSERTOS 160,00";17/03/2026;2026-03-24;7678;ALOIZIO SOLOVI;Saida (Aplicacoes);SAGI;382-E/NS;-R$ 280,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.5.18;SISTEMAS;7.5.18 SISTEMAS;G3S CAMPO GRANDE;NFSE-35196;920,00;920,00;-26,31;" [GIULIANA] REF A SERVIÇOS PRESTADOS DA PLATAFORMA DE DESPESAS CORPORATIVAS PAYFY
VALOR PACOTE FIXO: R$920,00
NFS 000.034.188 VENCIMENTO 10/02/2026
PAGAMENTO VIA BOLETO BANCARIO";01/03/2026;2026-03-10;32092;PAYFY S/A;Saida (Aplicacoes);SAGI;35196-1/NS;-R$ 26,31 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G3S PRUDENTE;NFE-62987;114,24;0,00;-114,24; CRISTINA - NFE. 62.987 VENC. 15/04/26 VIA CARTÃO 8971 EM 4X - REF. A COMPRA DE FECHO DO CINTO DE SEGURANÇA, P/ USO NA PRENSA MOVEL QXH2G14, PRUDENTE - EMITIDO POR ME/EPP OPTANTE DO SIMPLES NACIONAL. SEM DIREITO A CREDITO FISCAL DE ICMS/ISS/IPI. - ENVIADO DIRETAMENTE DO DEPOSITO TEMPORARIO - OPERADOR LOGISTICO: EBAZAR.COM.BR LTDA, CNPJ: 03007331007405, INSCRICAO ESTADUAL: 241174886113 SAINDO DO ENDERECO: AV. ANTONIO CANDIDO MACHADO, NUMERO: 3100, COMPLEMENTO: , BAIRRO: EMPRESARIAL PAINEIRA (JORDANESIA), CIDADE: CAJAMAR, CEP: 07776037, ESTADO: SP, PAIS: BR. NOTA FISCAL DE RETORNO SIMBOLICO N 62986, EMITIDA EM 12/03/2026, SERIE 2, NOS TERMOS DA PORTARIA CAT 31/2019 VALOR APROXIMADO DOS TRIBUTOS (IBPT) R$15,25. DISTRIBUIDORA GIRO AUTO AGRADECE SUA COMPRA.;12/03/2026;NAO PAGO;32284;DISTRIBUIDORA GIRO AUTO DE PECAS LTDA;Saida (Aplicacoes);SAGI;62987-2/55;-R$ 114,24 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-103419;6.300,06;0,00;-1.575,00; CRISTINA - NFE. 103.419 VENC. 27/04/26 VIA BOL. (VENCIMENTO NO DIA 27 POIS DIA 25 É SABADO) - REF. A COMPRA DE OLEO LUBRIFICANTE P/ SISTEMA HIDRAULICO AW68 HLP P/ USO NAS MAQUINAS EHH0009 E EHH0006 E CAMINHÃO NRV7727 DE PRUDENTE E PRENSA MOVEL QXH2G14, LONDRINA -  - VALOR COFINS: 392,62 ALIQUOTA COFINS: 7,60 VALOR PIS: 85,24 ALIQUOTA PIS: 1,65ISENTO OU NAO SUJEITO A IPI LEI 9.718/98, LEI 10.833/03 E 10.637/2002 TRIBUTACAO INTEGRAL -000001 - LC 214/25 PEDIDO 29293 CASO NAO HAJA CONTRATO ASSINADO ENTRE AS PARTES, OS TERMOS E CONDICOES GERAIS DA PETRONAS, JA ENCAMINHADOS LOCALIZADOS NOENDERECO: HTTPS://WWW.PLI-PETRONAS.COM/SITES/PETRONAS/FILES/2021-12/TERMOS_GERAIS_DE_VENDAS.PDF, DEVERAO SER APLICADOS NOPRESENTE FORNECIMENTO.;11/03/2026;NAO PAGO;30461;PETRONAS LUBRIFICANTES BRASIL S/A;Saida (Aplicacoes);SAGI;103419-7/55;-R$ 1.575,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S DOURADOS;NFSE-1001647;450,00;0,00;-450,00;" - CRISTINA - NFS. 1.001.647 VENC. 15/04/26 VIA PIX - REF. A TROCA DE 01 JOGO DE REPAROS DO PISTÃO DA GARRA E SOLDAR
CONEXÃO NA PRENSA MOVEL GDU0275, DOURADOS";30/03/2026;NAO PAGO;8283;MARCOS ANTONIO DA SILVA ME;Saida (Aplicacoes);SAGI;1001647-E/NS;-R$ 450,00 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.2;QXH2G14 (PHH0061);1.2.1.8.2 QXH2G14 (PHH0061);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-6566;200,11;0,00;-200,11; CRISTINA - NFE. 6.566 VENC. 15/04/26 VIA BOL. - REF. A COMPRA DE CILINDRO DE GAS OXIGENIO T 10M3 P/ USO NA PRENSA MOVEL QXH2G14, PRUDENTE - SITUACOES TRIBUTADAS INTEGRALMENTE PELO IBS E CBS. - CENTRO/DEPOSITO: 2460/U949, TIPO DE ORDEM: WOR, VEICULO: 0313, VIAGEM: 1166151 COND.PGTO.:M015 15 DIAS FORA MES.DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS, EMBALADOS, IDENTIFICADOS E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.    .;27/03/2026;NAO PAGO;28971;WHITE MARTINS GASES IND. LTDA;Saida (Aplicacoes);SAGI;6566-604/55;-R$ 200,11 
SELETIVA;1.2;SELETIVA;1.2 SELETIVA;1.2.1;CORPORATIVO SUCATA;1.2.1 CORPORATIVO SUCATA;1.2.1.8;PRENSA MOVEL;1.2.1.8 PRENSA MOVEL;1.2.1.8.1;GDU0275 (PHH0022);1.2.1.8.1 GDU0275 (PHH0022);7.1.2;MANUTENÇÃO DE VEÍCULOS/MAQUINAS;7.1.2 MANUTENÇÃO DE VEÍCULOS/MAQUINAS;G&S PRUDENTE;NFE-161094;528,94;0,00;-528,94;" CRISTINA - NFE. 161.094 VENC. 15/04/26 VIA PIX - REF. A COMPRA DE MANGUEIRAS HIDRAULICAS AGR 2-6 E 2-8 GATES E SEUS
COMPLEMENTOS P/ USO NA PRENSA MOVEL GDU0275, PRUDENTE";09/03/2026;NAO PAGO;7736;PRUDENFLEX COMERCIO E SERVICOS LTDA.;Saida (Aplicacoes);SAGI;161094-1/55;-R$ 528,94 
